Coder_ID,Pair_type,Word_ID,Pair_ID,Word,POS,Note,I_Feel,They_Feel,They_Feel_Q1,They_Feel_Q2,It_Feels,It_Feels_Q1,It_Feels_Q2,Bodily_Physical,Epistemic,Behavioral_Result,Additional_Meaning,Add_Row,Distinctiveness,Relatedness,I_Am,I_Am_Q1,I_Am_Q2,Meaning_label
1,noun-adj,616,278,happy,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,617,278,unhappy,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,618,281,hassle,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,619,281,hassled,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,620,286,help,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,621,286,helpful,adjective,,not sure,not sure,unsure,unsure,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,622,286,helpless,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,623,294,horror,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,624,294,horrifying,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,625,294,horrible,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,626,294,horrified,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,627,294,horrid,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,628,297,hurt,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,629,297,hurt,adjective,emotionally/metaphorically,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,no,yes,1
1,noun-adj,629,297,hurt,adjective,physical injury,acceptable,acceptable,yes,yes,unacceptable,no,no,yes,no,no,yes,,yes,yes,acceptable,no,yes,2
1,noun-adj,630,300,patience,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,631,300,patient,adjective,,unacceptable,unacceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,632,300,impatient,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,633,302,competence,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,634,302,competent,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,635,302,incompetent,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,636,309,insult,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,637,309,insulting,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,640,326,jump,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,641,326,jumpy,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,yes,no,,,,acceptable,yes,no,1
1,noun-adj,642,331,laughter,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,643,331,laughable,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,646,337,liveliness,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,647,337,lively,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,648,343,loyalty,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,649,343,loyal,adjective,,not sure,not sure,unsure,unsure,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,650,349,merriment,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,651,349,merry,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,652,351,misery,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,653,351,miserable,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,654,352,mistreatment,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,655,352,mistreated,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,656,355,modesty,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,657,355,modest,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,658,358,mortification,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,659,358,mortified,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,660,360,movement,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,661,360,moved,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,unsure,acceptable,no,yes,1
1,noun-adj,661,360,moved,adjective,literally moved as in an item,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,unsure,acceptable,no,yes,2
1,noun-adj,662,360,moving,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,unacceptable,no,no,1
1,noun-adj,663,364,nausea,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,664,364,nauseated,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,yes,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,665,371,obsession,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,666,371,obsessed,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,670,383,pathos,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,671,383,pathetic,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,672,384,peace,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,673,384,peaceful,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,674,392,placidity,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,675,392,placid,adjective,not familiar in the sense that applies to people,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,676,401,prudence,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,677,401,prudent,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,yes,no,,,,acceptable,yes,no,1
1,noun-adj,678,402,purity,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,679,402,pure,adjective,in a metaphorical sense,not sure,not sure,unsure,unsure,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,yes,yes,1
1,noun-adj,679,402,pure,adjective,not mixed with anything else,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,yes,,yes,yes,acceptable,no,yes,2
1,noun-adj,680,406,rapture,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,681,406,raptured,adjective,not familiar,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,682,407,reassurance,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,683,407,reassured,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,684,409,regret,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,685,409,regretful,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,686,410,rejection,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,687,410,rejected,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,688,418,repugnance,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,689,418,repugnant,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,690,420,resentment,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,691,420,resent,adjective,cannot evaluate; not an adjective,,,,,,,,,,,,,,,,,,1
1,noun-adj,692,420,resentful,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,693,421,resolution,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,694,421,resolute,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,yes,no,no,,,,acceptable,yes,no,1
1,noun-adj,695,422,responsibility,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,696,422,responsible,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,697,424,revolt,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,698,424,revolting,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,699,428,sadness,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,700,428,sad,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,701,438,sentiment,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,702,438,sentimental,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,703,439,serenity,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,704,439,serene,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,705,441,settlement,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,706,441,settled,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,707,441,unsettled,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,708,444,shame,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,709,444,shameful,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,710,444,shameless,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,711,445,sheepishness,noun,,,,,,,,,,,,,,,,,,,
3,noun-adj,164,444,ashamed,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,712,445,sheepish,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,713,446,shock,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,714,446,shocked,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,no,yes,1
1,noun-adj,714,446,shocked,adjective,electrically,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,no,yes,2
1,noun-adj,715,446,shocking,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,716,449,shyness,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,717,449,shy,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,yes,no,,,,acceptable,no,yes,1
1,noun-adj,718,453,sincerity,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,719,453,sincere,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,720,457,solemnity,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,721,457,solemn,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,722,460,sorrow,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,723,460,sorrowful,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,724,463,splendor,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,725,463,splendid,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,726,466,stillness,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,727,466,still,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,728,467,sting,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,729,467,stinging,adjective,"would be acceptable in noun form, i.e. I feel (a) stinging in my throat",unacceptable,unacceptable,no,no,unacceptable,no,no,yes,no,no,no,,,,unacceptable,no,no,1
1,noun-adj,730,470,stuffiness,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,731,470,stuffy,adjective,as in congested,acceptable,acceptable,yes,yes,unacceptable,no,no,yes,no,no,yes,,yes,yes,acceptable,no,yes,1
1,noun-adj,731,470,stuffy,adjective,as in a room,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,yes,,yes,yes,unacceptable,no,no,2
1,noun-adj,732,471,sublimity,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,733,471,sublime,adjective,not very familiar with its usage,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,734,476,suspicion,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,735,476,suspicious,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,yes,no,no,,,,acceptable,yes,yes,1
1,noun-adj,736,478,sympathy,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,737,478,sympathetic,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,738,480,tension,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,739,480,tense,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,yes,,yes,yes,acceptable,yes,yes,1
1,noun-adj,739,480,tense,adjective,"physically, as in a muscle",acceptable,acceptable,yes,yes,acceptable,no,yes,yes,no,no,yes,,yes,yes,acceptable,no,yes,2
1,noun-adj,740,481,tepidity,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,741,481,tepid,adjective,not familiar with this sense (figurative sense),unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,no,yes,1
1,noun-adj,741,481,tepid,adjective,"warm, e.g. water",unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,yes,,yes,yes,unacceptable,no,no,2
1,noun-adj,742,484,thankfulness,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,743,484,thankful,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,745,488,tightness,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,746,488,tightened,adjective,"""I feel tight"" would be more acceptable",unacceptable,unacceptable,no,no,acceptable,no,yes,yes,no,no,no,,,,unacceptable,no,no,1
1,noun-adj,747,493,torment,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,748,493,tormented,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,749,495,toughness,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,750,495,tough,adjective,as in strong/able to withstand hardships,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,no,yes,1
1,noun-adj,750,495,tough,adjective,as in difficult,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,yes,unacceptable,no,no,2
1,noun-adj,751,497,tranquility,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,752,497,tranquil,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,753,516,hill,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,754,516,uphill,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,unacceptable,no,no,1
1,noun-adj,758,522,vanity,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,759,522,vain,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,762,535,wistfulness,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,763,535,wistful,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,764,543,euphoria,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,765,543,euphoric,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,766,546,laziness,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,767,546,lazy,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,yes,no,,,,acceptable,no,yes,1
1,noun-adj,768,549,praise,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,769,549,praiseworthy,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,1248,594,consternation,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,1090,594,consternated,adjective,not familiar,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,1249,603,demand,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,1076,603,demanding,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,1250,608,dismay,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,1104,608,dismayed,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,1252,714,remorse,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,1211,714,remorseful,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,noun-adj,491,538,worry,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,492,538,worried,adjective,,acceptable,acceptable,yes,no,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,noun-adj,1239,538,worrying,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
1,noun-adj,1263,695,misjudgment,noun,,,,,,,,,,,,,,,,,,,
1,noun-adj,1192,695,misjudged,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,no-pair,1238,741,worn out,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,no,yes,1
1,no-pair,1238,741,worn out,adjective,heavily used and falling apart (e.g. a shoe),unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,yes,,yes,yes,unacceptable,no,no,2
1,no-pair,1158,661,joyless,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,1
1,no-pair,1196,699,new,adjective,physically new,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,yes,,yes,yes,unacceptable,no,no,1
1,no-pair,1196,699,new,adjective,"figurative; ""I feel renewed"" would be more acceptable",unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,no,yes,2
1,no-pair,1214,717,self-pitying,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,no-pair,1179,682,lukewarm,adjective,temperature,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,yes,,yes,unsure,unacceptable,no,no,1
1,no-pair,1179,682,lukewarm,adjective,"unfamiliar with this sense of the word (Having little warmth or depth of feeling, lacking zeal, enthusiasm or ardour, indifferent)",unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,unsure,acceptable,no,yes,2
1,no-pair,1231,734,uptight,adjective,more of a personality/permanent trait,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,no-pair,1048,552,absentminded,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,yes,no,no,,,,acceptable,no,yes,1
1,no-pair,1062,566,argumentative,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,no-pair,1065,569,aware,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,yes,no,no,,,,acceptable,yes,yes,1
1,no-pair,1114,618,fed up,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,no-pair,1067,571,bad-tempered,adjective,"i feel like it is more of a personality trait, not something temporary",unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,no-pair,1070,574,blank,adjective,empty,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,yes,unacceptable,no,no,1
1,no-pair,1070,574,blank,adjective,figurative,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,no,yes,2
1,no-pair,1060,564,ardent,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
1,no-pair,1072,576,blue,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,yes,,yes,no,acceptable,no,yes,1
1,no-pair,1072,576,blue,adjective,color,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,no,acceptable,yes,yes,2
1,no-pair,1078,582,breezy,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,unacceptable,no,no,1
1,no-pair,1097,601,definite,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,unacceptable,no,no,1
1,no-pair,1103,607,disconcerted,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,no-pair,1120,624,fond of,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,no-pair,1084,588,charitable,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
1,no-pair,1050,554,active,adjective,physically,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,yes,no,1
1,no-pair,1050,554,active,adjective,working/operating,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,yes,,yes,yes,acceptable,yes,no,2
1,no-pair,1127,631,heavy-hearted,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,no-pair,1121,625,full,adjective,holding maximum capacity (as in a container),unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,yes,,yes,yes,unacceptable,no,no,1
1,no-pair,1121,625,full,adjective,full of food; not hungry,acceptable,acceptable,yes,yes,unacceptable,no,no,yes,no,no,yes,,yes,yes,acceptable,no,yes,2
1,no-pair,1053,557,afraid,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,no-pair,1122,626,fun,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,yes,2
1,no-pair,1049,553,aching,adjective,would be acceptable when used as a noun e.g. I feel (an) aching in my back,unacceptable,unacceptable,no,no,unacceptable,no,no,yes,no,no,no,,,,acceptable,no,yes,1
2,verb-adj,,556,affect,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1052,556,affected,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,verb-adj,,562,appall,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1058,562,appalled,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,verb-adj,1059,563,appalling,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,verb-adj,,591,cherish,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1087,591,cherishing,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,unacceptable,yes,no,1
2,verb-adj,,596,crave,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1092,596,craving,adjective,,unacceptable,unacceptable,no,no,acceptable,no,no,no,no,no,no,,,,acceptable,yes,yes,1
2,verb-adj,,600,daze,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1096,600,dazed,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,yes,no,yes,no,,,,acceptable,no,yes,1
2,verb-adj,,612,enamor,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1108,612,enamored,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,verb-adj,,620,flabbergast,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1116,620,flabbergasted,adjective,,acceptable,acceptable,yes,no,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
2,verb-adj,,651,intimidate,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1148,651,intimidated,adjective,,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,no,no,,,,acceptable,no,yes,1
1,verb-adj,1149,651,intimidatory,adjective,,unacceptable,unacceptable,no,no,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,verb-adj,,655,irk,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1152,655,irking,adjective,,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,verb-adj,,669,lament,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1166,669,lamentable,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,verb-adj,,683,lie,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1180,683,lying,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,verb-adj,,686,marvel,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1183,686,marvelous,adjective,,acceptable,acceptable,yes,yes,acceptable,no,yes,no,no,no,no,,,,acceptable,yes,no,1
2,verb-adj,,712,rejoice,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1209,712,rejoiced,adjective,,unacceptable,unacceptable,no,no,unacceptable,no,no,no,no,no,no,,,,acceptable,yes,no,1
2,verb-adj,,721,sicken,verb,,,,,,,,,,,,,,,,,,,
2,verb-adj,1218,721,sickened,adjective,emotional,acceptable,acceptable,yes,yes,unacceptable,no,no,no,no,unsure,yes,,yes,yes,acceptable,no,yes,1
2,verb-adj,1218,721,sickened,adjective,physical,acceptable,acceptable,yes,no,unacceptable,no,no,yes,no,yes,yes,,yes,yes,acceptable,no,yes,2
2,verb-adj,1219,722,sickening,adjective,emotional,unacceptable,acceptable,no,yes,acceptable,no,yes,no,no,yes,yes,,yes,yes,acceptable,yes,no,1
