Coder_ID,Pair_Type,Word_ID,Pair_ID,Korean_Word,POS,Note,I_Feel,I_Feel_Wordform,They_Feel,They_Feel_Wordform,They_Feel_Q1,They_Feel_Q2,It_Feels,It_Feels_Wordform,It_Feels_Q1,It_Feels_Q2,Bodily_Physical,Epistemic,Behavioral_Result,Additional_Meaning,Unnamed: 21,Distinctiveness,Relatedness,I_Am,I_Am_Wordform,causing,caused,Meaning_label
3,noun-adj,1388,105,근심하는,adjective,Feel question: '근심하는' transition to '근심한다고',acceptable,근심한다고,acceptable,근심한다고,yes,yes,unacceptable,근심한다고,no,no,no,no,no,no,,,,acceptable,근심한다,no,no,1
3,no-pair,197,106,금지하는,adjective,I_am question: object needed ,unacceptable,금지한다고,unacceptable,금지한다고,no,no,acceptable,금지한다고,no,yes,no,no,no,no,,,,unacceptable,금지한다,yes,yes,1
3,no-pair,200,109,기죽은,adjective,기죽는다고' is current meaning. we can use '기죽었다고' as past meaning,acceptable,기죽는다고,acceptable,기죽는다고,yes,yes,unacceptable,기죽는다고,no,no,no,no,no,no,,,,acceptable,기죽는다,yes,yes,1
3,noun-adj,201,110,기겁,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,1389,110,기겁하는,adjective,,acceptable,기겁한다고,acceptable,기겁한다고,yes,no,unacceptable,기겁한다고,no,no,no,no,yes,no,,,,acceptable,기겁한다,yes,no,1
3,noun-adj,203,112,기고만장,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,204,112,기고만장하다,adjective,"meaning as ""우쭐하다""   \ It_feel question: In my insight, it sounds like my evaluation of them",acceptable,기고만장하다고,acceptable,기고만장하다고,yes,yes,unacceptable,기고만장하다고,no,no,no,no,no,yes,,yes,no,acceptable,기고만장하다,no,no,1
3,noun-adj,204,112,기고만장하다,adjective,"meaning as ""몹시 화가 나다""   /I_am Q2: I upset because of others. so it can be yes.",acceptable,기고만장하다고,acceptable,기고만장하다고,yes,no,unacceptable,기고만장하다고,no,no,no,no,no,yes,,yes,no,acceptable,기고만장하다,yes,no,2
3,no-pair,208,116,기껍다,adjective,,acceptable,기껍다고,acceptable,기껍다고,yes,no,unacceptable,기껍다고,no,no,no,no,no,no,,,,acceptable,기껍다,yes,no,1
3,noun-adj,209,117,기대,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,1390,117,기대하는,adjective,,acceptable,기대한다고,acceptable,기대한다고,yes,no,unacceptable,기대한다고,no,no,no,no,no,no,,,,acceptable,기대한다,yes,no,1
3,no-pair,211,118,기막히다,adjective,I_am question: when object is not exist: I am '기막힌' person  when object is exist but omitted: I evaluate other person is '기막힘',acceptable,기막히다고,acceptable,기막히다고,yes,yes,acceptable,기막히다고,no,yes,no,no,no,no,,,,acceptable,기막히다,yes,yes,1
3,no-pair,212,119,기만적이다,adjective,,acceptable,기만적이라고,acceptable,기만적이라고,yes,yes,acceptable,기만적이라고,no,yes,no,no,no,no,,,,acceptable,기만적이다,yes,yes,1
3,noun-adj,213,120,기묘하다,adjective,I_feel: object omitted.   / It_feel : It can be my evaluation of it.,unacceptable,기묘하다고,acceptable,기묘하다고,yes,no,acceptable,기묘하다고,no,yes,no,no,no,no,,,,acceptable,기묘하다,no,no,1
3,noun-adj,214,120,기묘함,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,215,121,기민하다,adjective,"기민하다' is close to physical behavior, so 'feel' is not suit. ",unacceptable,기민하다고,unacceptable,기민하다고,yes,no,unacceptable,기민하다고,no,no,yes,no,no,no,,,,acceptable,기민하다,no,no,1
3,noun-adj,216,121,기민함,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,217,122,기분,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,218,122,기분이 상한,adjective,"기분이 상함' cannot be present form. Usually past form is used. For example, 'I am having lunch' is not acceptable, like this.",unacceptable,기분이 상한다고,unacceptable,기분이 상한다고,yes,yes,unacceptable,기분이 상한다고,no,no,no,no,no,no,,,,unacceptable,기분이 상한다,yes,no,1
3,noun-adj,219,122,기분좋음,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,220,123,기쁘다,adjective,"They_feel : If (In my opinion), they feel '기쁘다' make sense.",acceptable,기쁘다고,acceptable,기쁘다고,yes,yes,unacceptable,기쁘다고,no,no,no,no,no,no,,,,acceptable,기쁘다,yes,yes,1
3,noun-adj,222,123,기쁨,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,224,125,기운없는,adjective,,acceptable,기운없다고,acceptable,기운없다고,yes,yes,unacceptable,기운없다고,no,no,yes,no,no,no,,,,acceptable,기운없다,yes,yes,1
3,noun-adj,225,125,기운없음,noun,,,,,,,,,,,,,,,,,,,,,,,
3,verb-adj,229,127,기절초풍하다,verb,,,,,,,,,,,,,,,,,,,,,,,
3,verb-adj,1391,127,기절초풍한,adjective,,acceptable,기절초풍하다고,acceptable,기절초풍하다고,yes,no,acceptable,기절초풍하다고,no,yes,no,no,no,no,,,,acceptable,기절초풍한다,no,yes,1
1,noun-adj,231,129,기특함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,1392,129,기특한,adjective,"In I am part, I have never seen someone using 나는 기특하다. But still acceptable. Maybe it is because 기특 is evaluation toward someone, and you don't usually evaluate yourself.",acceptable,기특하다고,acceptable,기특하다고,no,no,unacceptable,기특하다고,no,no,no,no,no,no,,,,acceptable,기특하다,yes,no,1
1,noun-adj,232,130,긴장,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,234,130,긴장한,adjective,,acceptable,긴장한다고,acceptable,긴장한다고,yes,no,unacceptable,긴장한다고,no,no,no,no,no,no,,,,acceptable,긴장했다,no,yes,1
1,no-pair,236,132,깜짝 놀란,adjective,나는 깜짝 놀랐다고 느낀다 feel redundant,acceptable,깜짝 놀랐다고,acceptable,깜짝 놀랐다고,yes,no,unacceptable,깜짝 놀랐다고,no,no,no,no,no,no,,,,acceptable,깜짝 놀랐다,no,yes,1
1,noun-adj,237,133,깜찍하다,adjective,"In I am part, same as 기특한, but less awkward",acceptable,깜찍하다고,acceptable,깜찍하다고,no,no,unacceptable,깜찍하다고,no,no,no,no,no,no,,,,acceptable,깜찍하다,yes,no,1
1,noun-adj,238,133,깜찍함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,242,137,꿀꿀하다,adjective,,acceptable,꿀꿀하다고,acceptable,꿀꿀하다고,yes,no,unacceptable,꿀꿀하다고,no,no,no,no,no,no,,,,acceptable,꿀꿀하다,no,yes,1
1,noun-adj,1393,137,꿀꿀함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,no-pair,243,138,꿈같다,adjective,,acceptable,꿈같다고,acceptable,꿈같다고,no,no,unacceptable,꿈같다고,no,no,no,no,no,no,,,,acceptable,꿈같다,no,no,1
1,noun-adj,244,139,끔찍하다,adjective,,acceptable,끔찍하다고,acceptable,끔찍하다고,yes,no,unacceptable,끔찍하다고,no,no,no,no,no,no,,,,acceptable,끔찍하다,yes,yes,1
1,noun-adj,1394,139,끔찍,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,246,141,낙담,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,248,141,낙담한,adjective,,acceptable,낙담한다고,acceptable,낙담한다고,yes,no,unacceptable,낙담한다고,no,no,no,no,no,no,,,,acceptable,낙담한다,no,yes,1
1,noun-adj,249,142,낙망,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,1395,142,낙망한,adjective,,acceptable,낙망한다고,acceptable,낙망한다고,yes,no,unacceptable,낙망한다고,no,no,no,no,no,no,,,,acceptable,낙망한다,no,yes,1
1,noun-adj,251,143,낙심,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,253,143,낙심한,adjective,,acceptable,낙심한다고,acceptable,낙심한다고,yes,no,unacceptable,낙심한다고,no,no,no,no,no,no,,,,acceptable,낙심한다,no,yes,1
1,noun-adj,254,144,난처,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,255,144,난처하다,adjective,나는 (상황이) 난처하다고 느낀다.,acceptable,난처하다고,acceptable,난처하다고,yes,no,unacceptable,난처하다고,no,no,no,no,no,no,,,,acceptable,난처하다,no,yes,1
1,noun-adj,258,145,낭만적이다,adjective,"not 낭만적이다고, 낭만적이라고. 나는 낭만적이다 means ""I am romantic person""",acceptable,낭만적이라고,acceptable,낭만적이라고,no,no,unacceptable,낭만적이라고,no,no,no,no,no,no,,,,acceptable,낭만적이다,yes,no,1
1,noun-adj,1396,145,낭만,noun,,,,,,,,,,,,,,,,,,,,,,,
1,no-pair,259,146,낮은,adjective,,acceptable,낮다고,acceptable,낮다고,no,no,unacceptable,낮다고,no,no,no,yes,no,no,,,,unacceptable,낮다,no,no,1
1,no-pair,260,147,낯간지럽다,adjective,,acceptable,낯간지럽다고,acceptable,낯간지럽다고,yes,no,unacceptable,낯간지럽다고,no,no,no,no,no,no,,,,acceptable,낯간지럽다,no,yes,1
1,no-pair,261,148,낯뜨겁다,adjective,,acceptable,낯뜨겁다고,acceptable,낯뜨겁다고,yes,no,unacceptable,낯뜨겁다고,no,no,no,no,no,no,,,,acceptable,낯뜨겁다,no,yes,1
1,noun-adj,262,149,낯설다,adjective,나는 (환경이) 낯설다고 느낀다,acceptable,낯설다고,acceptable,낯설다고,yes,no,unacceptable,낯설다고,no,no,no,no,no,no,,,,acceptable,낯설다,no,yes,1
1,noun-adj,263,149,낯섦,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,264,150,냉혹하다,adjective,feel that someone is cold-blooded,acceptable,냉혹하다고,acceptable,냉혹하다고,no,no,unacceptable,냉혹하다고,no,no,no,no,no,yes,,yes,yes,acceptable,냉혹하다,yes,no,1
1,noun-adj,264,150,냉혹하다,adjective,Meaning of cold temperature,acceptable,냉혹하다고,acceptable,냉혹하다고,yes,no,unacceptable,냉혹하다고,no,no,yes,no,no,yes,,yes,yes,acceptable,냉혹하다,yes,no,2
1,noun-adj,265,150,냉혹함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,266,151,너그러움,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,1397,151,너그럽다,adjective,"나는 너그럽다 means ""I am lineant person""",acceptable,너그럽다고,acceptable,너그럽다고,no,no,unacceptable,너그럽다고,no,no,no,no,no,no,,,,acceptable,너그럽다,no,no,1
1,noun-adj,269,154,노발대발,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,270,154,노발대발하는,adjective,,unacceptable,노발대발한다고,unacceptable,노발대발한다고,yes,no,unacceptable,노발대발한다고,no,no,no,no,no,no,,,,acceptable,노발대발한다,no,yes,1
1,noun-adj,273,155,노여움,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,274,155,노엽다,adjective,,acceptable,노엽다고,acceptable,노엽다고,yes,no,unacceptable,노엽다고,no,no,no,no,no,no,,,,acceptable,노엽다,no,yes,1
1,noun-adj,277,156,놀란,adjective,놀란다: what I feel,unacceptable,놀란다고,unacceptable,놀란다고,yes,no,unacceptable,놀란다고,no,no,no,no,no,no,,,,acceptable,놀란다,no,yes,1
1,noun-adj,278,156,놀람,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,279,156,놀랍다,adjective,놀랍다: Something is surprising (evaluation),acceptable,놀랍다고,acceptable,놀랍다고,no,no,unacceptable,놀랍다고,no,no,no,no,no,no,,,,acceptable,놀랍다,yes,no,1
1,verb-adj,280,156,놀리는,adjective,놀린다고 느낀다 = Someone mock me. 놀린다 = I mock someone,acceptable,놀린다고,acceptable,놀린다고,no,no,unacceptable,놀린다고,no,no,no,no,no,no,,,,acceptable,놀린다,no,no,1
1,verb-adj,1398,156,놀리다,verb,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,281,157,농담,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,282,157,농담하는,adjective,"나는 농담한다 means ""I make joke"" (not related to emotion)",unacceptable,농담한다고,unacceptable,농담한다고,no,no,unacceptable,농담한다고,no,no,no,no,no,no,,,,acceptable,농담한다,no,no,1
1,noun-adj,285,158,눈물,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,286,158,눈물 어린,adjective,,acceptable,눈물 어린다고/ 눈물 어리다고,acceptable,눈물 어린다고/ 눈물 어리다고,no,no,unacceptable,눈물 어린다고/ 눈물 어리다고,no,no,no,no,no,no,,,,unacceptable,눈물 어린다/ 눈물 어리다,yes,yes,1
1,noun-adj,287,158,눈물겹다,adjective,,acceptable,눈물겹다고,acceptable,눈물겹다고,yes,no,unacceptable,눈물겹다고,no,no,no,no,no,no,,,,acceptable,눈물겹다,yes,yes,1
1,noun-adj,289,159,뉘우치는,adjective,,unacceptable,뉘우친다고,unacceptable,뉘우친다고,yes,no,unacceptable,뉘우친다고,no,no,no,no,no,no,,,,acceptable,뉘우친다,no,yes,1
1,noun-adj,291,159,뉘우침,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,293,161,다정하다,adjective,,acceptable,다정하다고,acceptable,다정하다고,no,no,unacceptable,다정하다고,no,no,no,no,no,no,,,,acceptable,다정하다,yes,no,1
1,noun-adj,294,161,다정함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,verb-adj,295,162,다친,adjective,,unacceptable,다친다고,unacceptable,다친다고,no,no,unacceptable,다친다고,no,no,no,no,no,no,,,,acceptable,다친다,no,no,1
1,verb-adj,1399,162,다치다,verb,,,,,,,,,,,,,,,,,,,,,,,
1,no-pair,297,164,단호한,adjective,나는 (누군가가) 단호하다고 느낀다,acceptable,단호하다고,acceptable,단호하다고,no,no,unacceptable,단호하다고,no,no,no,no,no,no,,,,acceptable,단호하다,no,no,1
1,no-pair,299,165,달갑다,adjective,,acceptable,달갑다고,acceptable,달갑다고,no,no,unacceptable,달갑다고,no,no,no,no,no,no,,,,acceptable,달갑다,no,yes,1
1,noun-adj,300,166,달달하다,adjective,Romantic feeling,acceptable,달달하다고,acceptable,달달하다고,yes,no,unacceptable,달달하다고,no,no,no,no,no,yes,,yes,yes,acceptable,달달하다,no,yes,1
1,noun-adj,300,166,달달하다,adjective,Expression of taste,acceptable,달달하다고,acceptable,달달하다고,yes,no,unacceptable,달달하다고,no,no,yes,no,no,yes,,yes,yes,acceptable,달달하다,no,yes,2
1,noun-adj,300,166,달달하다,adjective,Very recent Slang,acceptable,달달하다고,acceptable,달달하다고,yes,no,unacceptable,달달하다고,no,no,no,no,no,yes,,yes,yes,acceptable,달달하다,no,yes,3
1,noun-adj,301,166,달달함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,303,169,담담하다,adjective,,not sure,담담하다고,not sure,담담하다고,yes,no,unacceptable,담담하다고,no,no,no,no,no,no,,,,acceptable,담담하다,no,yes,1
1,noun-adj,304,169,담담함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,307,171,당당하다,adjective,,acceptable,당당하다고,acceptable,당당하다고,no,no,unacceptable,당당하다고,no,no,no,no,no,no,,,,acceptable,당당하다,no,no,1
1,noun-adj,308,171,당당함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,309,172,당혹,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,311,172,당혹스럽다,adjective,,acceptable,당혹스럽다고,acceptable,당혹스럽다고,yes,no,unacceptable,당혹스럽다고,no,no,no,no,no,no,,,,acceptable,당혹스럽다,no,yes,1
1,noun-adj,313,173,당황,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,314,173,당황스럽다,adjective,,acceptable,당황스럽다고,acceptable,당황스럽다고,yes,no,unacceptable,당황스럽다고,no,no,no,no,no,no,,,,acceptable,당황스럽다,no,yes,1
1,noun-adj,316,173,당황한,adjective,Past tense is more natural,acceptable,당황했다고,acceptable,당황했다고,yes,no,unacceptable,당황했다고,no,no,no,no,no,no,,,,acceptable,당황했다,no,yes,1
1,noun-adj,318,175,대단하다,adjective,"나는 대단하다 means ""I am great""",acceptable,대단하다고,acceptable,대단하다고,no,no,unacceptable,대단하다고,no,no,no,no,no,no,,,,acceptable,대단하다,yes,no,1
1,noun-adj,1401,175,대단함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,no-pair,319,176,대담하다,adjective,나는 대담하다 = I am bold,acceptable,대담하다고,acceptable,대담하다고,no,no,unacceptable,대담하다고,no,no,no,no,no,no,,,,acceptable,대담하다,no,no,1
1,noun-adj,324,181,덤덤하다,adjective,,acceptable,덤덤하다고,acceptable,덤덤하다고,no,no,unacceptable,덤덤하다고,no,no,no,no,no,no,,,,acceptable,덤덤하다,no,yes,1
1,noun-adj,325,181,덤덤함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,326,182,도외시된,adjective,나는 도외시된다 is not emotional sentence.,acceptable,도외시된다고,acceptable,도외시된다고,no,no,unacceptable,도외시된다고,no,no,no,yes,no,no,,,,acceptable,도외시된다,no,no,1
1,noun-adj,1402,182,도외시,noun,,,,,,,,,,,,,,,,,,,,,,,
1,no-pair,330,186,독하다,adjective,,acceptable,독하다고,acceptable,독하다고,no,no,unacceptable,독하다고,no,no,no,no,no,no,,,,acceptable,독하다,yes,no,1
1,noun-adj,332,187,동경,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,333,187,동경하는,adjective,,acceptable,동경한다고,acceptable,동경한다고,yes,no,unacceptable,동경한다고,no,no,no,no,no,no,,,,acceptable,동경한다,no,yes,1
1,noun-adj,335,188,동요,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,336,188,동요된,adjective,,acceptable,동요된다고,acceptable,동요된다고,yes,no,unacceptable,동요된다고,no,no,no,no,no,no,,,,acceptable,동요된다/동요한다,no,yes,1
1,noun-adj,338,189,동정,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,339,189,동정하는,adjective,"H part for ""Just intuition""",unacceptable,동정한다고,unacceptable,동정한다고,yes,no,unacceptable,동정한다고,no,no,no,no,no,no,,,,acceptable,동정한다,no,yes,1
1,noun-adj,342,191,두려움,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,343,191,두려워하는,adjective,두려워한다: fear (Something),acceptable,두려워한다고,acceptable,두려워한다고,yes,no,unacceptable,두려워한다고,no,no,no,no,no,no,,,,acceptable,두려워한다,no,yes,1
1,noun-adj,1403,191,두렵다,adjective,두렵다 is state,acceptable,두렵다고,acceptable,두렵다고,yes,no,unacceptable,두렵다고,no,no,no,no,no,no,,,,acceptable,두렵다,no,yes,1
1,noun-adj,345,192,뒤숭숭하다,adjective,,acceptable,뒤숭숭하다고,acceptable,뒤숭숭하다고,yes,no,unacceptable,뒤숭숭하다고,no,no,no,no,no,no,,,,not sure,뒤숭숭하다,yes,yes,1
1,noun-adj,346,192,뒤숭숭함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,no-pair,347,193,드라마틱하다,adjective,,acceptable,드라마틱하다고,acceptable,드라마틱하다고,no,no,unacceptable,드라마틱하다고,no,no,no,no,no,no,,,,unacceptable,드라마틱하다,yes,no,1
1,noun-adj,348,194,든든하다,adjective,,acceptable,든든하다고,acceptable,든든하다고,yes,no,unacceptable,든든하다고,no,no,no,no,no,yes,,yes,yes,acceptable,든든하다,yes,yes,1
1,noun-adj,348,194,든든하다,adjective,,acceptable,든든하다고,acceptable,든든하다고,yes,no,unacceptable,든든하다고,no,no,yes,no,no,yes,,yes,yes,acceptable,든든하다,no,yes,2
1,noun-adj,349,194,든든함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,verb-adj,350,195,들뜨다,verb,,,,,,,,,,,,,,,,,,,,,,,
1,verb-adj,351,195,들뜬,adjective,들떴다 (past tense) looks more natural,unacceptable,들뜬다고,unacceptable,들뜬다고,yes,no,unacceptable,들뜬다고,no,no,no,no,no,no,,,,acceptable,들떴다,no,yes,1
1,noun-adj,353,196,따뜻하다,adjective,,acceptable,따뜻하다고,acceptable,따뜻하다고,no,no,unacceptable,따뜻하다고,no,no,no,no,no,yes,,yes,yes,unacceptable,따뜻하다,yes,yes,1
1,noun-adj,353,196,따뜻하다,adjective,,acceptable,따뜻하다고,acceptable,따뜻하다고,yes,no,unacceptable,따뜻하다고,no,no,yes,no,no,yes,,yes,yes,acceptable,따뜻하다,yes,yes,2
1,noun-adj,354,196,따뜻함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,355,197,따분하다,adjective,,acceptable,따분하다고,acceptable,따분하다고,yes,yes,unacceptable,따분하다고,no,no,no,no,no,no,,,,acceptable,따분하다,yes,yes,1
2,noun-adj,356,197,따분함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,357,198,딱하다,adjective,,acceptable,딱하다고,acceptable,딱하다고,yes,yes,unacceptable,딱하다고,no,no,no,no,no,no,,,,acceptable,딱하다,yes,no,1
2,noun-adj,358,198,딱함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,no-pair,359,199,떠름하다,adjective,searched the word on 표준국어대사전; makes more sense with an object,acceptable,떠름하다고,acceptable,떠름하다고,yes,no,unacceptable,떠름하다고,no,no,yes,no,no,no,,,,unacceptable,떠름하다,yes,yes,1
2,verb-adj,360,200,떨리다,verb,,,,,,,,,,,,,,,,,,,,,,,
2,verb-adj,1404,200,떨리는,adjective,emotional meaning,unacceptable,떨린다고,unacceptable,떨린다고,no,no,unacceptable,떨린다고,no,no,no,no,no,yes,,yes,yes,acceptable,떨린다,no,yes,1
2,verb-adj,1404,200,떨리는,adjective,physical meaning,acceptable,떨린다고,acceptable,떨린다고,yes,no,acceptable,떨린다고,yes,no,yes,no,no,yes,,yes,yes,acceptable,떨린다,yes,yes,2
2,no-pair,362,201,떫다,adjective,,acceptable,떫다고,acceptable,떫다고,yes,no,acceptable,떫다고,no,yes,yes,no,no,no,,,,unacceptable,떫다,yes,no,1
2,noun-adj,363,202,떳떳하다,adjective,,unacceptable,떳떳하다고,unacceptable,떳떳하다고,no,no,unacceptable,떳떳하다고,no,no,no,no,no,no,,,,acceptable,떳떳하다,no,yes,1
2,noun-adj,364,202,떳떳함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,365,203,뚱하다,adjective,the word's meaning already contains feeling,unacceptable,뚱하다고,unacceptable,뚱하다고,no,no,unacceptable,뚱하다고,no,no,no,no,no,no,,,,unacceptable,뚱하다,no,yes,1
2,noun-adj,366,203,뚱함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,no-pair,367,204,뜨끔하다,adjective,,acceptable,뜨끔한다고,acceptable,뜨끔한다고,yes,no,unacceptable,뜨끔한다고,no,no,no,no,no,no,,,,acceptable,뜨끔한다,yes,yes,1
2,noun-adj,368,205,마땅찮다,adjective,,acceptable,마땅찮다고,acceptable,마땅찮다고,yes,no,acceptable,마땅찮다고,no,yes,no,no,no,no,,,,acceptable,마땅찮다,yes,yes,1
2,noun-adj,369,205,마땅찮음,noun,,,,,,,,,,,,,,,,,,,,,,,
2,verb-adj,371,206,마음고생하는,adjective,,acceptable,마음고생한다고,acceptable,마음고생한다고,yes,no,unacceptable,마음고생한다고,no,no,no,no,no,no,,,,acceptable,마음고생한다,no,yes,1
2,verb-adj,372,206,마음고생하다,verb,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,375,208,마지못하다,adjective,the word's meaning already contains feeling,unacceptable,마지못하다고,unacceptable,마지못하다고,no,no,unacceptable,마지못하다고,no,no,no,no,no,no,,,,unacceptable,마지못하다,no,yes,1
2,noun-adj,376,208,마지못함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,377,209,만족,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,379,209,만족하는,adjective,,unacceptable,만족한다고,unacceptable,만족한다고,no,no,unacceptable,만족한다고,no,no,no,no,no,no,,,,acceptable,만족한다,no,yes,1
2,noun-adj,384,212,망연자실,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,386,212,망연자실한,adjective,becomes verb in I AM part,unacceptable,망연자실한다고,unacceptable,망연자실한다고,no,no,unacceptable,망연자실한다고,no,no,no,no,no,no,,,,acceptable,망연자실한다,no,yes,1
2,noun-adj,387,213,망연하다,adjective,,acceptable,망연하다고,acceptable,망연하다고,yes,no,unacceptable,망연하다고,no,no,no,no,no,no,,,,acceptable,망연하다,yes,yes,1
2,noun-adj,388,213,망연함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,389,214,매력,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,390,214,매력적이다,adjective,,acceptable,매력적이라고,acceptable,매력적이라고,yes,yes,acceptable,매력적이라고,no,yes,no,no,no,no,,,,acceptable,매력적이다,yes,yes,1
2,noun-adj,391,215,매료,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,393,215,매료된,adjective,becomes verb in I AM part,acceptable,매료된다고,acceptable,매료된다고,yes,no,unacceptable,매료된다고,no,no,no,no,no,no,,,,acceptable,매료된다,no,yes,1
2,noun-adj,394,216,매혹,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,396,216,매혹된,adjective,becomes verb in I AM part,acceptable,매혹된다고,acceptable,매혹된다고,yes,no,unacceptable,매혹된다고,no,no,no,no,no,no,,,,acceptable,매혹된다,no,yes,1
2,no-pair,400,219,멋있다,adjective,makes more sense with an object,acceptable,멋있다고,acceptable,멋있다고,yes,no,unacceptable,멋있다고,no,no,no,no,no,no,,,,acceptable,멋있다,yes,yes,1
2,no-pair,401,220,멋지다,adjective,,acceptable,멋지다고,acceptable,멋지다고,yes,no,unacceptable,멋지다고,no,no,no,no,no,no,,,,acceptable,멋지다,yes,yes,1
2,no-pair,402,221,멋쩍다,adjective,,acceptable,멋쩍다고,acceptable,멋쩍다고,yes,no,unacceptable,멋쩍다고,no,no,no,no,no,no,,,,acceptable,멋쩍다,yes,yes,1
2,noun-adj,403,222,멍청,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,404,222,멍청한,adjective,get rid of 'ㄴ' 받침,acceptable,멍청하다고,acceptable,멍청하다고,yes,yes,unacceptable,멍청하다고,no,no,no,no,no,no,,,,acceptable,멍청하다,no,yes,1
2,noun-adj,405,223,멍한,adjective,get rid of 'ㄴ' 받침,acceptable,멍하다고,acceptable,멍하다고,yes,no,unacceptable,멍하다고,no,no,no,no,no,no,,,,acceptable,멍하다,no,yes,1
2,noun-adj,406,223,멍함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,410,225,모멸감,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,411,225,모멸감을 느낀다,adjective,overlapped meaning of feeling; becomes verb in I AM question,unacceptable,모멸감을 느낀다,unacceptable,,yes,no,unacceptable,모멸감을 느낀다,no,no,no,no,no,no,,,,acceptable,모멸감을 느낀다,no,yes,1
2,noun-adj,413,226,모욕감,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,414,226,모욕적이다,adjective,이라고' instead of '다',acceptable,모욕적이라고,acceptable,모욕적이라고,yes,no,acceptable,모욕적이라고,no,yes,no,no,no,no,,,,acceptable,모욕적이다,yes,yes,1
2,no-pair,417,228,몰두한,adjective,becomes verb in I AM part,unacceptable,몰두한다고,unacceptable,몰두한다고,no,no,unacceptable,몰두한다고,no,no,no,no,no,no,,,,acceptable,몰두한다,no,yes,1
2,no-pair,418,229,몸서리치는,adjective,,unacceptable,몸서리친다고,unacceptable,몸서리친다고,no,no,unacceptable,몸서리친다고,no,no,no,no,no,no,,,,acceptable,몸서리친다,no,yes,1
2,no-pair,419,230,못되다,adjective,object needed,unacceptable,못되다고,acceptable,못되다고,no,yes,unacceptable,못되다고,no,no,no,no,no,no,,,,acceptable,못되다/못됐다,yes,yes,1
