Coder_ID,Pair_Type,Word_ID,Pair_ID,Korean_Word,POS,Note,They_Sentence,They_Q1,They_Q2,Bodily_Physical,Epistemic,Behavioral_Result,Additional_Meaning,Distinctiveness,Relatedness,I_Sentence,Causing,Caused,Meaning_label
agreement,verb,1082,10032,지각하다,verb,1: action; 2: coming late'; 3: 지각 as 'late',그들은 지각했다,yes,no,no,no,no,yes,yes,no,나는 지각한다,no,no,2
agreement,verb,1092,10038,지지하다,verb,1: need object,그들이 지지했다,yes,no,no,no,no,no,,,나는 지지했다,no,no,1
agreement,verb-adj,1093,10039,지치다,verb,1: mentally; 2: mentally,그들은 지친다/지쳤다,yes,no,no,no,no,yes,yes,yes,나는 지친다/지쳤다,no,yes,1
agreement,verb-adj,1093,10039,지치다,verb,1: physically; 2: physically; 3: physically,그들은 지친다,yes,no,yes,no,no,yes,yes,yes,나는 지친다,no,yes,2
agreement,verb,1099,10043,진노하다,verb,,그들이/은 진노한다/진노했다,yes,no,no,no,no,no,,,나는 진노한다/진노했다,no,yes,1
agreement,noun-adj,1106,10047,진저리나다,verb,,그들이 진저리났다,yes,no,no,no,no,no,,,나는 진저리났다,no,yes,1
agreement,noun-adj,1108,10048,질겁하다,verb,,그들이 질겁했다,yes,no,no,no,no,no,,,나는 질겁했다,no,yes,1
agreement,verb-adj,1109,10049,질리다,verb,3: 그들이/은 질린다 can be seen as my thought about them ,그들이/은 질린다/질렸다,yes,no,no,no,no,no,,,나는 질린다/질렸다,no,yes,1
agreement,noun-adj,1113,10050,질색하다,verb,,그들은 질색한다,yes,no,no,no,no,no,,,나는 질색한다,no,yes,1
agreement,verb,1115,10052,질책하다,verb,,그들이/은 질책한다/질책했다,yes,no,no,no,no,no,,,나는 질책한다/질책했다,no,no,1
agreement,noun-adj,1118,10053,질투하다,verb,,그들이/은 질투한다/질투했다,yes,no,no,no,no,no,,,나는 질투한다/질투했다,no,yes,1
agreement,noun-adj,1132,10059,짜증내다,verb,1: action,그들이 짜증냈다,yes,no,no,no,no,no,,,나는 짜증냈다,no,yes,1
agreement,verb-adj,1135,10060,찔리다,verb,1: mentally; 2: emotional meaning (마음이+); 3: meaning as 'prick of conscience' ,그들이 찔렸다,yes,no,no,no,no,yes,yes,yes,나는 찔렸다,no,yes,1
agreement,verb-adj,1135,10060,찔리다,verb,1: physically; 2: physical meaning; 3: meaning as 'get pierced',그들은 찔렸다,yes,no,yes,no,no,yes,yes,yes,나는 찔렸다,no,yes,2
agreement,noun-adj,1144,10064,찬성하다,verb,,그들이 찬성했다,yes,no,no,no,no,no,,,나는 찬성했다,no,yes,1
agreement,verb,1145,10065,찬양하다,verb,,그들이/은 찬양한다/찬양했다,yes,no,no,no,no,no,,,나는 찬양한다/찬양했다,no,no,1
agreement,verb,1146,10066,참다,verb,,그들이/은 참는다/참았다,yes,no,no,no,no,no,,,나는 참는다/참았다,no,yes,1
agreement,verb,1153,10070,책망하다,verb,,그들이/은 책망한다/책망했다,yes,no,no,no,no,no,,,나는 책망한다/책망했다,no,yes,1
agreement,verb-adj,1159,10073,처지다,verb,,그들이/은 처진다/처졌다,yes,no,no,no,no,no,,,나는 처진다/처졌다,yes,yes,1
agreement,verb,1164,10076,체념하다,verb,,그들은 체념한다/체념했다,yes,no,no,no,no,no,,,나는 체념한다/체념했다,no,yes,1
agreement,noun-adj,1174,10081,축하하다,verb,,그들은 축하한다,yes,no,no,no,no,no,,,나는 축하한다,no,no,1
agreement,verb,1301,10089,혼비백산하다,verb,,그들이 혼비백산했다,yes,no,no,no,no,no,,,나는 혼비백산했다,no,yes,1
agreement,noun-adj,1306,10092,화내다,verb,1: action,그들은 화낸다,yes,no,no,no,no,no,,,나는 화낸다,no,yes,1
agreement,noun-adj,1312,10094,확신하다,verb,,그들은 확신한다,yes,no,no,yes,no,no,,,나는 확신한다,no,no,1
agreement,noun-adj,1337,10108,회개하다,verb,,그들이/은 회개한다/회개했다,yes,no,no,no,no,no,,,나는 회개한다/회개했다,no,yes,1
agreement,noun-adj,1345,10113,후회하다,verb,,그들이/은 후회한다/후회했다,yes,no,no,no,no,no,,,나는 후회한다/후회했다,no,yes,1
agreement,noun-adj,1351,10116,흠모하다,verb,,그들이 흠모했다,yes,no,no,no,no,no,,,나는 흠모했다,no,yes,1
agreement,noun-adj,1357,10118,흥나다,verb,,그들이 흥냈다,yes,no,no,no,no,no,,,나는 흥난다/흥났다,no,no,1
agreement,noun-adj,1363,10120,흥분하다,verb,1: positively excited; 2: mentally; 3: mentally,그들이/은 흥분한다/흥분했다,yes,no,no,no,no,yes,yes,yes,나는 흥분한다/흥분했다,no,yes,1
agreement,noun-adj,1363,10120,흥분하다,verb,1: sexually aroused; 2: physically; 3: physically,그들이/은 흥분한다/흥분했다,yes,no,yes,no,no,yes,yes,yes,나는 흥분한다/흥분했다,no,yes,2
agreement,noun-adj,1369,10123,희망하다,verb,,그들이 희망했다,yes,no,no,no,no,no,,,나는 희망했다,no,no,1
agreement,noun-adj,1373,10125,희희낙락하다,verb,,그들이 희희낙락했다,yes,no,no,no,no,no,,,나는 희희낙락했다,no,yes,1
agreement,noun-adj,1376,10127,힘내다,verb,,그들은 힘낸다,yes,no,no,no,no,no,,,나는 힘낸다,no,no,1
